product,date,min,max,avg
Carrot(Terai),2024-02-05,20.0,30.0,25.0
Cabbage(Local),2024-02-05,30.0,40.0,35.0
Cabbage,2024-02-05,20.0,30.0,25.0
Cauli Local,2024-02-05,30.0,40.0,35.0
Cauli Local(Jyapu),2024-02-05,50.0,60.0,56.67
Cauli Terai,2024-02-05,30.0,40.0,35.0
Raddish Red,2024-02-05,15.0,20.0,18.33
Raddish White(Local),2024-02-05,10.0,15.0,12.5
Raddish White(Hybrid),2024-02-05,15.0,20.0,17.5
Brinjal Long,2024-02-05,70.0,80.0,75.0
Brinjal Round,2024-02-05,70.0,80.0,75.0
Green Peas,2024-02-05,100.0,120.0,110.0
French Bean(Local),2024-02-05,90.0,100.0,96.67
French Bean(Hybrid),2024-02-05,90.0,100.0,95.0
French Bean(Rajma),2024-02-05,120.0,130.0,123.33
Sword Bean,2024-02-05,80.0,90.0,85.0
Bitter Gourd,2024-02-05,110.0,120.0,116.67
Bottle Gourd,2024-02-05,60.0,70.0,66.67
Smooth Gourd,2024-02-05,80.0,90.0,86.67
Pumpkin,2024-02-05,45.0,55.0,50.0
Squash(Long),2024-02-05,80.0,90.0,86.67
Squash(Round),2024-02-05,80.0,90.0,86.67
Turnip,2024-02-05,70.0,80.0,76.67
Okara,2024-02-05,90.0,100.0,95.0
Sweet Potato,2024-02-05,70.0,80.0,76.67
Barela,2024-02-05,60.0,70.0,66.67
Arum,2024-02-05,70.0,80.0,76.67
Christophine,2024-02-05,50.0,60.0,55.0
Brd Leaf Mustard,2024-02-05,40.0,50.0,46.67
Spinach Leaf,2024-02-05,80.0,90.0,86.67
Cress Leaf,2024-02-05,80.0,90.0,86.67
Mustard Leaf,2024-02-05,40.0,50.0,46.67
Fenugreek Leaf,2024-02-05,80.0,90.0,86.67
Onion Green,2024-02-05,110.0,120.0,116.67
Bakula,2024-02-05,80.0,90.0,85.0
Yam,2024-02-05,70.0,80.0,76.67
Mushroom(Kanya),2024-02-05,120.0,150.0,135.0
Mushroom(Button),2024-02-05,260.0,300.0,280.0
Asparagus,2024-02-05,1400.0,1600.0,1500.0
Brocauli,2024-02-05,70.0,80.0,76.67
Sugarbeet,2024-02-05,70.0,80.0,76.67
Drumstick,2024-02-05,200.0,220.0,210.0
Red Cabbbage,2024-02-05,50.0,70.0,62.5
Lettuce,2024-02-05,80.0,90.0,86.67
Knolkhol,2024-02-05,50.0,60.0,56.67
Celery,2024-02-05,100.0,120.0,113.33
Parseley,2024-02-05,250.0,300.0,275.0
Fennel Leaf,2024-02-05,80.0,90.0,86.67
Mint,2024-02-05,400.0,450.0,425.0
Turnip A,2024-02-05,70.0,80.0,76.67
Tamarind,2024-02-05,140.0,150.0,146.67
Bamboo Shoot,2024-02-05,90.0,100.0,96.67
Tofu,2024-02-05,150.0,170.0,160.0
Gundruk,2024-02-05,250.0,300.0,275.0
Apple(Fuji),2024-02-05,320.0,350.0,335.0
Banana,2024-02-05,120.0,140.0,130.0
Lime,2024-02-05,200.0,250.0,225.0
Pomegranate,2024-02-05,250.0,300.0,275.0
Grapes(Green),2024-02-05,140.0,180.0,156.67
Grapes(Black),2024-02-05,200.0,220.0,210.0
Orange(Nepali),2024-02-05,120.0,140.0,130.0
Orange(Indian),2024-02-05,110.0,120.0,115.0
Water Melon(Green),2024-02-05,60.0,70.0,66.67
Sweet Orange,2024-02-05,140.0,150.0,146.67
Mandarin,2024-02-05,220.0,250.0,235.0
Pineapple,2024-02-05,150.0,180.0,165.0
Cucumber(Local),2024-02-05,120.0,140.0,130.0
Cucumber(Hybrid),2024-02-05,60.0,70.0,66.67
Jack Fruit,2024-02-05,110.0,130.0,120.0
Lemon,2024-02-05,50.0,60.0,56.67
Pear(Chinese),2024-02-05,220.0,250.0,235.0
Papaya(Nepali),2024-02-05,70.0,80.0,76.67
Papaya(Indian),2024-02-05,80.0,90.0,86.67
Guava,2024-02-05,100.0,150.0,125.0
Mombin,2024-02-05,80.0,90.0,85.0
Kinnow,2024-02-05,70.0,80.0,76.67
Strawberry,2024-02-05,300.0,400.0,350.0
Kiwi,2024-02-05,350.0,400.0,375.0
Avocado,2024-02-05,300.0,350.0,325.0
Amla,2024-02-05,80.0,90.0,86.67
Ginger,2024-02-05,220.0,240.0,230.0
Chilli Dry,2024-02-05,480.0,500.0,490.0
Chilli Green,2024-02-05,70.0,80.0,76.67
Chilli Green(Bullet),2024-02-05,70.0,80.0,76.67
Chilli Green(Machhe),2024-02-05,80.0,90.0,86.67
Capsicum,2024-02-05,80.0,90.0,86.0
Garlic Green,2024-02-05,110.0,120.0,116.67
Coriander Green,2024-02-05,100.0,120.0,110.0
Garlic Dry Chinese,2024-02-05,320.0,340.0,330.0
Clive Green,2024-02-05,120.0,150.0,135.0
Fish Fresh(Rahu),2024-02-05,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-02-05,250.0,270.0,260.0
Fish Fresh(Chhadi),2024-02-05,250.0,300.0,275.0
Fish Fresh(Mungari),2024-02-05,300.0,320.0,310.0
Tree Tomato,2024-02-05,110.0,120.0,115.0
Tomato Big(Nepali),2024-02-04,60.0,70.0,65.0
Tomato Big(Indian),2024-02-04,70.0,80.0,75.0
Tomato Small(Local),2024-02-04,35.0,45.0,39.5
Tomato Small(Tunnel),2024-02-04,40.0,50.0,45.0
Tomato Small(Indian),2024-02-04,45.0,55.0,49.5
Tomato Small(Terai),2024-02-04,45.0,55.0,49.5
Potato Red,2024-02-04,28.0,32.0,30.0
Potato Red(Indian),2024-02-04,28.0,32.0,30.0
Onion Dry (Indian),2024-02-04,62.0,68.0,65.0
Carrot(Local),2024-02-04,25.0,35.0,29.5
Carrot(Terai),2024-02-04,20.0,30.0,25.0
Cabbage(Local),2024-02-04,40.0,50.0,45.0
Cabbage(Terai),2024-02-04,30.0,40.0,35.0
Cabbage,2024-02-04,30.0,40.0,35.0
Cauli Local,2024-02-04,30.0,40.0,35.0
Cauli Local(Jyapu),2024-02-04,50.0,60.0,55.0
Cauli Terai,2024-02-04,30.0,40.0,35.0
Raddish Red,2024-02-04,10.0,15.0,12.33
Raddish White(Local),2024-02-04,10.0,15.0,12.33
Raddish White(Hybrid),2024-02-04,15.0,20.0,17.67
Brinjal Long,2024-02-04,60.0,70.0,65.0
Brinjal Round,2024-02-04,70.0,80.0,75.0
Green Peas,2024-02-04,90.0,100.0,95.0
French Bean(Local),2024-02-04,70.0,80.0,75.0
French Bean(Hybrid),2024-02-04,70.0,80.0,75.0
French Bean(Rajma),2024-02-04,100.0,120.0,110.0
Sword Bean,2024-02-04,70.0,80.0,75.0
Bitter Gourd,2024-02-04,100.0,120.0,111.67
Bottle Gourd,2024-02-04,70.0,80.0,75.0
Pointed Gourd(Terai),2024-02-04,250.0,260.0,255.0
Pumpkin,2024-02-04,45.0,55.0,50.0
Squash(Long),2024-02-04,70.0,80.0,75.0
Squash(Round),2024-02-04,70.0,80.0,75.0
Turnip,2024-02-04,70.0,80.0,75.0
Okara,2024-02-04,110.0,120.0,115.0
Sweet Potato,2024-02-04,70.0,80.0,75.0
Barela,2024-02-04,60.0,70.0,65.0
Arum,2024-02-04,70.0,80.0,75.0
Christophine,2024-02-04,40.0,50.0,45.0
Brd Leaf Mustard,2024-02-04,40.0,50.0,45.0
Spinach Leaf,2024-02-04,90.0,100.0,95.0
Cress Leaf,2024-02-04,90.0,100.0,95.0
Mustard Leaf,2024-02-04,30.0,40.0,35.0
Fenugreek Leaf,2024-02-04,90.0,100.0,95.0
Onion Green,2024-02-04,120.0,130.0,125.0
Bakula,2024-02-04,70.0,80.0,75.0
Yam,2024-02-04,60.0,70.0,65.0
Mushroom(Kanya),2024-02-04,160.0,170.0,165.0
Mushroom(Button),2024-02-04,300.0,350.0,326.67
Asparagus,2024-02-04,1800.0,2000.0,1900.0
Brocauli,2024-02-04,60.0,70.0,65.0
Sugarbeet,2024-02-04,70.0,80.0,75.0
Drumstick,2024-02-04,200.0,220.0,210.0
Red Cabbbage,2024-02-04,50.0,70.0,58.75
Lettuce,2024-02-04,80.0,90.0,85.0
Knolkhol,2024-02-04,50.0,60.0,55.0
Celery,2024-02-04,150.0,160.0,155.0
Parseley,2024-02-04,350.0,400.0,375.0
Fennel Leaf,2024-02-04,90.0,100.0,95.0
Mint,2024-02-04,350.0,400.0,375.0
Turnip A,2024-02-04,70.0,80.0,75.0
Tamarind,2024-02-04,140.0,150.0,145.0
Bamboo Shoot,2024-02-04,90.0,100.0,95.0
Tofu,2024-02-04,150.0,170.0,160.0
Gundruk,2024-02-04,250.0,300.0,275.0
Apple(Fuji),2024-02-04,320.0,350.0,335.0
Banana,2024-02-04,120.0,140.0,130.0
Lime,2024-02-04,200.0,250.0,225.0
Pomegranate,2024-02-04,250.0,300.0,275.0
Grapes(Green),2024-02-04,150.0,180.0,165.0
Grapes(Black),2024-02-04,250.0,280.0,265.0
Orange(Nepali),2024-02-04,120.0,140.0,130.0
Orange(Indian),2024-02-04,110.0,120.0,115.0
Water Melon(Green),2024-02-04,60.0,70.0,65.0
Sweet Orange,2024-02-04,140.0,150.0,145.0
Mandarin,2024-02-04,220.0,250.0,235.0
Pineapple,2024-02-04,150.0,180.0,165.0
Cucumber(Local),2024-02-04,120.0,140.0,130.0
Cucumber(Hybrid),2024-02-04,50.0,60.0,55.0
Jack Fruit,2024-02-04,120.0,130.0,125.0
Lemon,2024-02-04,50.0,60.0,55.0
Pear(Chinese),2024-02-04,225.0,250.0,237.5
Papaya(Nepali),2024-02-04,70.0,80.0,75.0
Papaya(Indian),2024-02-04,80.0,90.0,85.0
Guava,2024-02-04,100.0,120.0,110.0
Mombin,2024-02-04,90.0,100.0,95.0
Kinnow,2024-02-04,70.0,80.0,75.0
Strawberry,2024-02-04,350.0,400.0,375.0
Kiwi,2024-02-04,350.0,400.0,375.0
Sarifa,2024-02-04,80.0,90.0,85.0
Avocado,2024-02-04,300.0,350.0,325.0
Amla,2024-02-04,80.0,90.0,85.0
Ginger,2024-02-04,200.0,220.0,210.0
Chilli Dry,2024-02-04,480.0,500.0,490.0
Chilli Green,2024-02-04,60.0,70.0,65.0
Chilli Green(Bullet),2024-02-04,60.0,70.0,65.0
Chilli Green(Machhe),2024-02-04,90.0,100.0,95.0
Chilli Green(Akbare),2024-02-04,250.0,300.0,275.0
Capsicum,2024-02-04,100.0,120.0,110.0
Garlic Green,2024-02-04,110.0,150.0,126.67
Coriander Green,2024-02-04,110.0,120.0,115.0
Garlic Dry Chinese,2024-02-04,300.0,320.0,310.0
Garlic Dry Nepali,2024-02-04,310.0,320.0,315.0
Clive Dry,2024-02-04,280.0,300.0,290.0
Clive Green,2024-02-04,130.0,150.0,140.0
Fish Fresh(Rahu),2024-02-04,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-02-04,250.0,270.0,260.0
Fish Fresh(Chhadi),2024-02-04,250.0,300.0,275.0
Fish Fresh(Mungari),2024-02-04,300.0,320.0,310.0
Tree Tomato,2024-02-04,120.0,130.0,125.0
Tomato Big(Nepali),2024-02-03,60.0,70.0,65.0
Tomato Big(Indian),2024-02-03,70.0,80.0,75.0
Tomato Small(Local),2024-02-03,35.0,45.0,40.0
Tomato Small(Indian),2024-02-03,45.0,55.0,50.0
Tomato Small(Terai),2024-02-03,45.0,55.0,50.0
Potato Red,2024-02-03,28.0,32.0,30.0
Potato Red(Indian),2024-02-03,28.0,30.0,29.0
Onion Dry (Indian),2024-02-03,62.0,68.0,65.0
Carrot(Local),2024-02-03,25.0,35.0,30.0
Carrot(Terai),2024-02-03,20.0,30.0,25.0
Cabbage(Local),2024-02-03,40.0,50.0,45.0
Cabbage,2024-02-03,30.0,40.0,35.0
Cauli Local,2024-02-03,30.0,40.0,35.0
Cauli Local(Jyapu),2024-02-03,50.0,60.0,55.0
Cauli Terai,2024-02-03,30.0,40.0,35.0
Raddish Red,2024-02-03,10.0,15.0,13.33
Raddish White(Local),2024-02-03,10.0,15.0,12.5
Raddish White(Hybrid),2024-02-03,15.0,20.0,17.5
Brinjal Long,2024-02-03,70.0,80.0,76.67
Brinjal Round,2024-02-03,70.0,80.0,75.0
Green Peas,2024-02-03,100.0,120.0,110.0
French Bean(Local),2024-02-03,80.0,90.0,86.0
French Bean(Hybrid),2024-02-03,80.0,90.0,86.67
French Bean(Rajma),2024-02-03,120.0,130.0,126.67
Sword Bean,2024-02-03,70.0,80.0,76.67
Bitter Gourd,2024-02-03,110.0,130.0,120.0
Bottle Gourd,2024-02-03,70.0,80.0,76.67
Pointed Gourd(Terai),2024-02-03,250.0,260.0,255.0
Smooth Gourd,2024-02-03,80.0,90.0,86.67
Pumpkin,2024-02-03,45.0,55.0,50.0
Squash(Long),2024-02-03,80.0,90.0,85.0
Squash(Round),2024-02-03,80.0,90.0,85.0
Turnip,2024-02-03,70.0,80.0,76.67
Okara,2024-02-03,110.0,130.0,120.0
Sweet Potato,2024-02-03,70.0,80.0,76.67
Barela,2024-02-03,60.0,70.0,66.67
Arum,2024-02-03,70.0,80.0,76.67
Christophine,2024-02-03,40.0,50.0,45.0
Brd Leaf Mustard,2024-02-03,40.0,50.0,46.67
Spinach Leaf,2024-02-03,90.0,100.0,95.0
Cress Leaf,2024-02-03,90.0,100.0,96.67
Mustard Leaf,2024-02-03,30.0,40.0,36.67
Fenugreek Leaf,2024-02-03,90.0,100.0,96.67
Onion Green,2024-02-03,120.0,130.0,126.67
Bakula,2024-02-03,80.0,90.0,86.67
Yam,2024-02-03,70.0,80.0,76.67
Mushroom(Kanya),2024-02-03,160.0,180.0,170.0
Mushroom(Button),2024-02-03,300.0,350.0,325.0
Asparagus,2024-02-03,1800.0,2000.0,1900.0
Brocauli,2024-02-03,80.0,90.0,86.0
Sugarbeet,2024-02-03,70.0,80.0,76.67
Drumstick,2024-02-03,200.0,220.0,210.0
Red Cabbbage,2024-02-03,50.0,70.0,60.0
Lettuce,2024-02-03,80.0,90.0,86.67
Knolkhol,2024-02-03,50.0,60.0,56.67
Celery,2024-02-03,150.0,160.0,156.67
Parseley,2024-02-03,350.0,400.0,375.0
Fennel Leaf,2024-02-03,90.0,100.0,96.67
Mint,2024-02-03,350.0,400.0,375.0
Turnip A,2024-02-03,70.0,80.0,76.67
Tamarind,2024-02-03,140.0,150.0,146.67
Bamboo Shoot,2024-02-03,90.0,100.0,96.67
Tofu,2024-02-03,150.0,170.0,160.0
Gundruk,2024-02-03,250.0,300.0,283.33
Apple(Fuji),2024-02-03,320.0,350.0,335.0
Banana,2024-02-03,120.0,140.0,130.0
Lime,2024-02-03,200.0,250.0,225.0
Pomegranate,2024-02-03,250.0,300.0,275.0
Grapes(Green),2024-02-03,150.0,180.0,165.0
Grapes(Black),2024-02-03,250.0,280.0,265.0
Orange(Nepali),2024-02-03,120.0,140.0,130.0
Orange(Indian),2024-02-03,110.0,120.0,116.67
Water Melon(Green),2024-02-03,60.0,70.0,66.67
Sweet Orange,2024-02-03,140.0,150.0,146.67
Mandarin,2024-02-03,220.0,250.0,235.0
Pineapple,2024-02-03,150.0,180.0,165.0
Cucumber(Local),2024-02-03,120.0,140.0,130.0
Cucumber(Hybrid),2024-02-03,60.0,70.0,65.0
Jack Fruit,2024-02-03,120.0,130.0,126.67
Lemon,2024-02-03,50.0,60.0,56.67
Pear(Chinese),2024-02-03,220.0,250.0,240.0
Papaya(Nepali),2024-02-03,70.0,80.0,76.67
Papaya(Indian),2024-02-03,80.0,90.0,86.67
Guava,2024-02-03,100.0,120.0,113.33
Mombin,2024-02-03,90.0,100.0,96.67
Kinnow,2024-02-03,70.0,80.0,76.67
Strawberry,2024-02-03,350.0,400.0,383.33
Kiwi,2024-02-03,350.0,400.0,375.0
Avocado,2024-02-03,300.0,350.0,325.0
Amla,2024-02-03,80.0,90.0,86.67
Ginger,2024-02-03,200.0,220.0,210.0
Chilli Dry,2024-02-03,480.0,500.0,490.0
Chilli Green,2024-02-03,70.0,80.0,76.67
Chilli Green(Bullet),2024-02-03,70.0,80.0,76.67
Chilli Green(Machhe),2024-02-03,70.0,80.0,76.67
Capsicum,2024-02-03,100.0,110.0,105.0
Garlic Green,2024-02-03,120.0,130.0,126.67
Coriander Green,2024-02-03,120.0,150.0,135.0
Garlic Dry Chinese,2024-02-03,300.0,320.0,310.0
Clive Dry,2024-02-03,280.0,300.0,290.0
Clive Green,2024-02-03,140.0,150.0,145.0
Fish Fresh(Rahu),2024-02-03,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-02-03,250.0,270.0,260.0
Fish Fresh(Chhadi),2024-02-03,250.0,300.0,275.0
Fish Fresh(Mungari),2024-02-03,300.0,320.0,310.0
Tree Tomato,2024-02-03,120.0,130.0,125.0
Tomato Big(Nepali),2024-02-02,60.0,70.0,65.0
Tomato Big(Indian),2024-02-02,70.0,80.0,75.0
Tomato Small(Local),2024-02-02,30.0,40.0,35.0
Tomato Small(Indian),2024-02-02,45.0,55.0,50.0
Tomato Small(Terai),2024-02-02,50.0,60.0,55.0
Potato Red,2024-02-02,28.0,30.0,29.0
Potato Red(Indian),2024-02-02,28.0,30.0,29.0
Onion Dry (Indian),2024-02-02,60.0,70.0,65.0
Carrot(Local),2024-02-02,25.0,30.0,28.0
Carrot(Terai),2024-02-02,20.0,30.0,25.0
Cabbage(Local),2024-02-02,50.0,60.0,55.0
Cabbage,2024-02-02,40.0,50.0,45.0
Cauli Local,2024-02-02,40.0,50.0,45.0
Cauli Local(Jyapu),2024-02-02,60.0,70.0,65.0
Cauli Terai,2024-02-02,40.0,50.0,45.0
Raddish Red,2024-02-02,10.0,15.0,12.5
Raddish White(Local),2024-02-02,10.0,15.0,12.5
Raddish White(Hybrid),2024-02-02,15.0,20.0,17.5
Brinjal Long,2024-02-02,80.0,90.0,86.67
Brinjal Round,2024-02-02,70.0,80.0,75.0
Green Peas,2024-02-02,100.0,120.0,112.0
French Bean(Local),2024-02-02,90.0,100.0,95.0
French Bean(Hybrid),2024-02-02,90.0,100.0,95.0
French Bean(Rajma),2024-02-02,110.0,120.0,115.0
Sword Bean,2024-02-02,80.0,90.0,86.67
Bitter Gourd,2024-02-02,120.0,130.0,125.0
Bottle Gourd,2024-02-02,70.0,80.0,76.67
Smooth Gourd,2024-02-02,80.0,90.0,85.0
Pumpkin,2024-02-02,45.0,55.0,50.0
Squash(Long),2024-02-02,80.0,90.0,86.0
Squash(Round),2024-02-02,80.0,90.0,85.0
Turnip,2024-02-02,70.0,80.0,76.67
Okara,2024-02-02,120.0,130.0,126.67
Sweet Potato,2024-02-02,70.0,80.0,76.67
Barela,2024-02-02,60.0,70.0,63.33
Arum,2024-02-02,70.0,80.0,76.67
Christophine,2024-02-02,50.0,60.0,55.0
Brd Leaf Mustard,2024-02-02,50.0,60.0,55.0
Spinach Leaf,2024-02-02,110.0,120.0,115.0
Cress Leaf,2024-02-02,110.0,120.0,115.0
Mustard Leaf,2024-02-02,40.0,50.0,46.67
Fenugreek Leaf,2024-02-02,110.0,120.0,116.67
Onion Green,2024-02-02,120.0,130.0,126.67
Bakula,2024-02-02,90.0,100.0,96.67
Yam,2024-02-02,70.0,80.0,76.67
Mushroom(Kanya),2024-02-02,140.0,180.0,160.0
Mushroom(Button),2024-02-02,300.0,350.0,325.0
Asparagus,2024-02-02,1800.0,2000.0,1900.0
Brocauli,2024-02-02,80.0,90.0,85.0
Sugarbeet,2024-02-02,70.0,80.0,76.67
Drumstick,2024-02-02,220.0,250.0,235.0
Red Cabbbage,2024-02-02,50.0,70.0,60.0
Lettuce,2024-02-02,80.0,90.0,86.67
Knolkhol,2024-02-02,50.0,60.0,56.67
Celery,2024-02-02,150.0,180.0,165.0
Parseley,2024-02-02,350.0,400.0,375.0
Fennel Leaf,2024-02-02,110.0,120.0,115.0
Mint,2024-02-02,350.0,400.0,375.0
Turnip A,2024-02-02,70.0,80.0,76.67
Tamarind,2024-02-02,140.0,150.0,146.67
Bamboo Shoot,2024-02-02,90.0,100.0,96.67
Tofu,2024-02-02,150.0,170.0,160.0
Gundruk,2024-02-02,250.0,300.0,275.0
Apple(Fuji),2024-02-02,300.0,350.0,325.0
Banana,2024-02-02,120.0,140.0,130.0
Lime,2024-02-02,180.0,220.0,200.0
Pomegranate,2024-02-02,250.0,300.0,275.0
Grapes(Green),2024-02-02,150.0,180.0,165.0
Grapes(Black),2024-02-02,250.0,280.0,265.0
Orange(Nepali),2024-02-02,120.0,140.0,130.0
Orange(Indian),2024-02-02,110.0,120.0,115.0
Water Melon(Green),2024-02-02,60.0,70.0,66.67
Sweet Orange,2024-02-02,140.0,150.0,145.0
Mandarin,2024-02-02,240.0,250.0,245.0
Pineapple,2024-02-02,150.0,180.0,165.0
Cucumber(Local),2024-02-02,120.0,140.0,130.0
Cucumber(Hybrid),2024-02-02,60.0,70.0,66.67
Jack Fruit,2024-02-02,120.0,130.0,126.67
Lemon,2024-02-02,40.0,50.0,46.67
Pear(Chinese),2024-02-02,240.0,250.0,245.0
Papaya(Nepali),2024-02-02,70.0,80.0,76.67
Papaya(Indian),2024-02-02,80.0,90.0,86.67
Guava,2024-02-02,100.0,120.0,110.0
Mombin,2024-02-02,80.0,90.0,86.67
Kinnow,2024-02-02,70.0,80.0,76.67
Strawberry,2024-02-02,300.0,400.0,350.0
Kiwi,2024-02-02,300.0,400.0,350.0
Avocado,2024-02-02,300.0,350.0,325.0
Amla,2024-02-02,80.0,90.0,86.67
Ginger,2024-02-02,180.0,200.0,190.0
Chilli Dry,2024-02-02,480.0,500.0,490.0
Chilli Green,2024-02-02,70.0,80.0,76.67
Chilli Green(Bullet),2024-02-02,80.0,90.0,86.67
Chilli Green(Machhe),2024-02-02,70.0,80.0,76.67
Capsicum,2024-02-02,70.0,80.0,75.0
Garlic Green,2024-02-02,140.0,150.0,146.67
Coriander Green,2024-02-02,130.0,150.0,140.0
Garlic Dry Chinese,2024-02-02,300.0,320.0,310.0
Clive Dry,2024-02-02,280.0,300.0,290.0
Clive Green,2024-02-02,120.0,150.0,135.0
Fish Fresh(Rahu),2024-02-02,350.0,370.0,360.0
Fish Fresh(Bachuwa),2024-02-02,260.0,280.0,270.0
Fish Fresh(Chhadi),2024-02-02,250.0,300.0,276.0
Fish Fresh(Mungari),2024-02-02,300.0,320.0,310.0
Tree Tomato,2024-02-02,120.0,130.0,125.0
Tomato Big(Nepali),2024-02-01,50.0,60.0,55.0
Tomato Big(Indian),2024-02-01,60.0,70.0,65.0
Tomato Small(Local),2024-02-01,20.0,35.0,28.33
Tomato Small(Tunnel),2024-02-01,20.0,35.0,28.33
Tomato Small(Indian),2024-02-01,35.0,45.0,40.0
Tomato Small(Terai),2024-02-01,45.0,60.0,53.0
Potato Red,2024-02-01,30.0,32.0,31.0
Potato Red(Indian),2024-02-01,28.0,30.0,29.0
Onion Dry (Indian),2024-02-01,60.0,70.0,65.0
Carrot(Local),2024-02-01,25.0,35.0,30.0
Carrot(Terai),2024-02-01,20.0,30.0,25.0
Cabbage(Local),2024-02-01,50.0,60.0,55.0
Cabbage(Terai),2024-02-01,40.0,50.0,45.0
Cabbage,2024-02-01,40.0,50.0,45.0
Cauli Local,2024-02-01,50.0,60.0,55.0
Cauli Local(Jyapu),2024-02-01,60.0,70.0,65.0
Cauli Terai,2024-02-01,40.0,50.0,45.0
Raddish Red,2024-02-01,15.0,20.0,18.33
Raddish White(Local),2024-02-01,12.0,16.0,14.0
Raddish White(Hybrid),2024-02-01,15.0,20.0,17.5
Brinjal Long,2024-02-01,70.0,80.0,76.0
Brinjal Round,2024-02-01,70.0,80.0,76.67
Green Peas,2024-02-01,90.0,100.0,95.0
French Bean(Local),2024-02-01,60.0,70.0,65.0
French Bean(Hybrid),2024-02-01,60.0,70.0,65.0
French Bean(Rajma),2024-02-01,120.0,130.0,125.0
Sword Bean,2024-02-01,80.0,90.0,86.0
Bitter Gourd,2024-02-01,110.0,120.0,115.0
Bottle Gourd,2024-02-01,70.0,80.0,76.67
Pointed Gourd(Terai),2024-02-01,250.0,260.0,255.0
Smooth Gourd,2024-02-01,80.0,90.0,86.67
Pumpkin,2024-02-01,45.0,55.0,50.0
Squash(Long),2024-02-01,70.0,80.0,76.67
Squash(Round),2024-02-01,70.0,80.0,76.67
Turnip,2024-02-01,70.0,80.0,76.67
Okara,2024-02-01,120.0,130.0,125.0
Sweet Potato,2024-02-01,70.0,80.0,76.67
Barela,2024-02-01,60.0,70.0,66.67
Arum,2024-02-01,70.0,80.0,76.67
Christophine,2024-02-01,50.0,60.0,55.0
Brd Leaf Mustard,2024-02-01,40.0,50.0,46.67
Spinach Leaf,2024-02-01,90.0,100.0,96.67
Cress Leaf,2024-02-01,90.0,100.0,96.67
Mustard Leaf,2024-02-01,40.0,50.0,46.67
Fenugreek Leaf,2024-02-01,90.0,100.0,96.67
Onion Green,2024-02-01,120.0,130.0,126.67
Bakula,2024-02-01,70.0,80.0,76.67
Yam,2024-02-01,70.0,80.0,76.67
Mushroom(Kanya),2024-02-01,160.0,200.0,180.0
Mushroom(Button),2024-02-01,350.0,400.0,375.0
Asparagus,2024-02-01,1800.0,2000.0,1900.0
Brocauli,2024-02-01,70.0,80.0,75.0
Sugarbeet,2024-02-01,70.0,80.0,76.67
Drumstick,2024-02-01,220.0,250.0,235.0
Red Cabbbage,2024-02-01,50.0,70.0,60.0
Lettuce,2024-02-01,90.0,100.0,96.67
Knolkhol,2024-02-01,50.0,60.0,56.67
Celery,2024-02-01,150.0,180.0,165.0
Parseley,2024-02-01,350.0,400.0,375.0
Fennel Leaf,2024-02-01,90.0,100.0,96.67
Mint,2024-02-01,350.0,400.0,375.0
Turnip A,2024-02-01,70.0,80.0,76.67
Tamarind,2024-02-01,140.0,150.0,146.67
Bamboo Shoot,2024-02-01,90.0,100.0,96.67
Tofu,2024-02-01,150.0,170.0,160.0
Gundruk,2024-02-01,250.0,300.0,275.0
Apple(Fuji),2024-02-01,320.0,350.0,335.0
Banana,2024-02-01,120.0,140.0,130.0
Lime,2024-02-01,180.0,220.0,200.0
Pomegranate,2024-02-01,250.0,300.0,275.0
Grapes(Green),2024-02-01,150.0,180.0,165.0
Grapes(Black),2024-02-01,250.0,280.0,265.0
Orange(Nepali),2024-02-01,120.0,140.0,130.0
Orange(Indian),2024-02-01,110.0,120.0,115.0
Water Melon(Green),2024-02-01,60.0,70.0,66.67
Sweet Orange,2024-02-01,140.0,150.0,146.67
Mandarin,2024-02-01,240.0,250.0,245.0
Pineapple,2024-02-01,150.0,180.0,165.0
Cucumber(Local),2024-02-01,120.0,140.0,130.0
Cucumber(Hybrid),2024-02-01,60.0,70.0,66.67
Jack Fruit,2024-02-01,120.0,130.0,126.67
Lemon,2024-02-01,50.0,60.0,56.67
Pear(Chinese),2024-02-01,220.0,250.0,235.0
Papaya(Nepali),2024-02-01,70.0,80.0,76.67
Papaya(Indian),2024-02-01,80.0,90.0,86.67
Guava,2024-02-01,100.0,150.0,125.0
Mombin,2024-02-01,90.0,100.0,95.0
Kinnow,2024-02-01,70.0,80.0,75.0
Strawberry,2024-02-01,300.0,400.0,350.0
Kiwi,2024-02-01,350.0,400.0,375.0
Avocado,2024-02-01,300.0,350.0,325.0
Ginger,2024-02-01,180.0,200.0,190.0
Chilli Dry,2024-02-01,480.0,500.0,490.0
Chilli Green,2024-02-01,70.0,80.0,76.0
Chilli Green(Bullet),2024-02-01,80.0,90.0,85.0
Chilli Green(Machhe),2024-02-01,70.0,90.0,80.0
Capsicum,2024-02-01,90.0,100.0,96.67
Garlic Green,2024-02-01,120.0,130.0,126.67
Coriander Green,2024-02-01,120.0,150.0,135.0
Garlic Dry Chinese,2024-02-01,300.0,320.0,310.0
Clive Dry,2024-02-01,280.0,300.0,290.0
Clive Green,2024-02-01,150.0,160.0,155.0
Fish Fresh(Rahu),2024-02-01,350.0,370.0,360.0
